=== Plot for Parabola ===
-100,-100,49500.000000
-100,-99,48505.000000
-100,-98,47520.000000
-100,-97,46545.000000
-100,-96,45580.000000
-100,-95,44625.000000
-100,-94,43680.000000
-100,-93,42745.000000
-100,-92,41820.000000
-100,-91,40905.000000
-100,-90,40000.000000
-100,-89,39105.000000
-100,-88,38220.000000
-100,-87,37345.000000
-100,-86,36480.000000
-100,-85,35625.000000
-100,-84,34780.000000
-100,-83,33945.000000
-100,-82,33120.000000
-100,-81,32305.000000
-100,-80,31500.000000
-100,-79,30705.000000
-100,-78,29920.000000
-100,-77,29145.000000
-100,-76,28380.000000
-100,-75,27625.000000
-100,-74,26880.000000
-100,-73,26145.000000
-100,-72,25420.000000
-100,-71,24705.000000
-100,-70,24000.000000
-100,-69,23305.000000
-100,-68,22620.000000
-100,-67,21945.000000
-100,-66,21280.000000
-100,-65,20625.000000
-100,-64,19980.000000
-100,-63,19345.000000
-100,-62,18720.000000
-100,-61,18105.000000
-100,-60,17500.000000
-100,-59,16905.000000
-100,-58,16320.000000
-100,-57,15745.000000
-100,-56,15180.000000
-100,-55,14625.000000
-100,-54,14080.000000
-100,-53,13545.000000
-100,-52,13020.000000
-100,-51,12505.000000
-100,-50,12000.000000
-100,-49,11505.000000
-100,-48,11020.000000
-100,-47,10545.000000
-100,-46,10080.000000
-100,-45,9625.000000
-100,-44,9180.000000
-100,-43,8745.000000
-100,-42,8320.000000
-100,-41,7905.000000
-100,-40,7500.000000
-100,-39,7105.000000
-100,-38,6720.000000
-100,-37,6345.000000
-100,-36,5980.000000
-100,-35,5625.000000
-100,-34,5280.000000
-100,-33,4945.000000
-100,-32,4620.000000
-100,-31,4305.000000
-100,-30,4000.000000
-100,-29,3705.000000
-100,-28,3420.000000
-100,-27,3145.000000
-100,-26,2880.000000
-100,-25,2625.000000
-100,-24,2380.000000
-100,-23,2145.000000
-100,-22,1920.000000
-100,-21,1705.000000
-100,-20,1500.000000
-100,-19,1305.000000
-100,-18,1120.000000
-100,-17,945.000000
-100,-16,780.000000
-100,-15,625.000000
-100,-14,480.000000
-100,-13,345.000000
-100,-12,220.000000
-100,-11,105.000000
-100,-10,0.000000
-100,-9,-95.000000
-100,-8,-180.000000
-100,-7,-255.000000
-100,-6,-320.000000
-100,-5,-375.000000
-100,-4,-420.000000
-100,-3,-455.000000
-100,-2,-480.000000
-100,-1,-495.000000
-100,0,-500.000000
-100,1,-495.000000
-100,2,-480.000000
-100,3,-455.000000
-100,4,-420.000000
-100,5,-375.000000
-100,6,-320.000000
-100,7,-255.000000
-100,8,-180.000000
-100,9,-95.000000
-100,10,0.000000
-100,11,105.000000
-100,12,220.000000
-100,13,345.000000
-100,14,480.000000
-100,15,625.000000
-100,16,780.000000
-100,17,945.000000
-100,18,1120.000000
-100,19,1305.000000
-100,20,1500.000000
-100,21,1705.000000
-100,22,1920.000000
-100,23,2145.000000
-100,24,2380.000000
-100,25,2625.000000
-100,26,2880.000000
-100,27,3145.000000
-100,28,3420.000000
-100,29,3705.000000
-100,30,4000.000000
-100,31,4305.000000
-100,32,4620.000000
-100,33,4945.000000
-100,34,5280.000000
-100,35,5625.000000
-100,36,5980.000000
-100,37,6345.000000
-100,38,6720.000000
-100,39,7105.000000
-100,40,7500.000000
-100,41,7905.000000
-100,42,8320.000000
-100,43,8745.000000
-100,44,9180.000000
-100,45,9625.000000
-100,46,10080.000000
-100,47,10545.000000
-100,48,11020.000000
-100,49,11505.000000
-100,50,12000.000000
-100,51,12505.000000
-100,52,13020.000000
-100,53,13545.000000
-100,54,14080.000000
-100,55,14625.000000
-100,56,15180.000000
-100,57,15745.000000
-100,58,16320.000000
-100,59,16905.000000
-100,60,17500.000000
-100,61,18105.000000
-100,62,18720.000000
-100,63,19345.000000
-100,64,19980.000000
-100,65,20625.000000
-100,66,21280.000000
-100,67,21945.000000
-100,68,22620.000000
-100,69,23305.000000
-100,70,24000.000000
-100,71,24705.000000
-100,72,25420.000000
-100,73,26145.000000
-100,74,26880.000000
-100,75,27625.000000
-100,76,28380.000000
-100,77,29145.000000
-100,78,29920.000000
-100,79,30705.000000
-100,80,31500.000000
-100,81,32305.000000
-100,82,33120.000000
-100,83,33945.000000
-100,84,34780.000000
-100,85,35625.000000
-100,86,36480.000000
-100,87,37345.000000
-100,88,38220.000000
-100,89,39105.000000
-100,90,40000.000000
-100,91,40905.000000
-100,92,41820.000000
-100,93,42745.000000
-100,94,43680.000000
-100,95,44625.000000
-100,96,45580.000000
-100,97,46545.000000
-100,98,47520.000000
-100,99,48505.000000
-100,100,49500.000000
-99,-100,49505.000000
-99,-99,48510.000000
-99,-98,47525.000000
-99,-97,46550.000000
-99,-96,45585.000000
-99,-95,44630.000000
-99,-94,43685.000000
-99,-93,42750.000000
-99,-92,41825.000000
-99,-91,40910.000000
-99,-90,40005.000000
-99,-89,39110.000000
-99,-88,38225.000000
-99,-87,37350.000000
-99,-86,36485.000000
-99,-85,35630.000000
-99,-84,34785.000000
-99,-83,33950.000000
-99,-82,33125.000000
-99,-81,32310.000000
-99,-80,31505.000000
-99,-79,30710.000000
-99,-78,29925.000000
-99,-77,29150.000000
-99,-76,28385.000000
-99,-75,27630.000000
-99,-74,26885.000000
-99,-73,26150.000000
-99,-72,25425.000000
-99,-71,24710.000000
-99,-70,24005.000000
-99,-69,23310.000000
-99,-68,22625.000000
-99,-67,21950.000000
-99,-66,21285.000000
-99,-65,20630.000000
-99,-64,19985.000000
-99,-63,19350.000000
-99,-62,18725.000000
-99,-61,18110.000000
-99,-60,17505.000000
-99,-59,16910.000000
-99,-58,16325.000000
-99,-57,15750.000000
-99,-56,15185.000000
-99,-55,14630.000000
-99,-54,14085.000000
-99,-53,13550.000000
-99,-52,13025.000000
-99,-51,12510.000000
-99,-50,12005.000000
-99,-49,11510.000000
-99,-48,11025.000000
-99,-47,10550.000000
-99,-46,10085.000000
-99,-45,9630.000000
-99,-44,9185.000000
-99,-43,8750.000000
-99,-42,8325.000000
-99,-41,7910.000000
-99,-40,7505.000000
-99,-39,7110.000000
-99,-38,6725.000000
-99,-37,6350.000000
-99,-36,5985.000000
-99,-35,5630.000000
-99,-34,5285.000000
-99,-33,4950.000000
-99,-32,4625.000000
-99,-31,4310.000000
-99,-30,4005.000000
-99,-29,3710.000000
-99,-28,3425.000000
-99,-27,3150.000000
-99,-26,2885.000000
-99,-25,2630.000000
-99,-24,2385.000000
-99,-23,2150.000000
-99,-22,1925.000000
-99,-21,1710.000000
-99,-20,1505.000000
-99,-19,1310.000000
-99,-18,1125.000000
-99,-17,950.000000
-99,-16,785.000000
-99,-15,630.000000
-99,-14,485.000000
-99,-13,350.000000
-99,-12,225.000000
-99,-11,110.000000
-99,-10,5.000000
-99,-9,-90.000000
-99,-8,-175.000000
-99,-7,-250.000000
-99,-6,-315.000000
-99,-5,-370.000000
-99,-4,-415.000000
-99,-3,-450.000000
-99,-2,-475.000000
-99,-1,-490.000000
-99,0,-495.000000
-99,1,-490.000000
-99,2,-475.000000
-99,3,-450.000000
-99,4,-415.000000
-99,5,-370.000000
-99,6,-315.000000
-99,7,-250.000000
-99,8,-175.000000
-99,9,-90.000000
-99,10,5.000000
-99,11,110.000000
-99,12,225.000000
-99,13,350.000000
-99,14,485.000000
-99,15,630.000000
-99,16,785.000000
-99,17,950.000000
-99,18,1125.000000
-99,19,1310.000000
-99,20,1505.000000
-99,21,1710.000000
-99,22,1925.000000
-99,23,2150.000000
-99,24,2385.000000
-99,25,2630.000000
-99,26,2885.000000
